ticket_id,date,customer_tier,subject,description,status,resolution
T-0460,2024-04-12,Pro,Cannot connect to VM after firewall rule change,Added a new firewall rule to restrict SSH. Now locked out completely.,open,
T-0461,2024-05-13,Business,VM paused unexpectedly on free tier,Free tier VM paused without warning after 25 days of activity.,open,
T-0462,2024-06-14,Business,Payment method declined,Credit card is being declined on payment form even though card is valid.,resolved,Card processor flagged transaction as suspicious. Customer tried a different card successfully.
T-0463,2024-07-15,Free,Slow disk I/O on Standard SSD volume,Database queries taking 5x longer than expected. Disk throughput appears throttled.,open,
T-0464,2024-08-16,Pro,"MFA device lost, cannot log in",Lost phone with authenticator app. Cannot use backup codes (also lost).,open,
T-0465,2024-09-17,Business,Kubernetes node not joining cluster,Added new node pool to NKS cluster. Nodes stay in NotReady state.,resolved,Incorrect kubeadm token. Ran 'kubeadm token create' and re-joined nodes. All nodes Ready.
T-0466,2024-10-18,Pro,Object storage bucket returns 403,S3-compatible API returns 403 Forbidden on all GET requests to bucket.,resolved,Bucket ACL was set to private. Customer updated bucket policy to allow their service account.
T-0467,2024-11-19,Free,Load balancer health check failing,Backend VMs are healthy but load balancer shows them as unhealthy.,resolved,Health check path was /healthz but app serves /health. Updated health check path in LB config.
T-0468,2024-12-20,Business,Cannot resize VM - option greyed out,Resize option is greyed out in the dashboard for running VM.,open,
T-0469,2024-01-21,Pro,Terraform provider authentication error,Terraform apply fails with: 'invalid API key' even though key is correct.,open,
T-0470,2024-02-22,Business,DNS record not propagating,Updated A record 5 hours ago but domain still resolves to old IP.,resolved,Old TTL of 86400s was still in effect. Had to wait for TTL expiry. Lowered TTL to 300s going forward.
T-0471,2024-03-23,Free,Requesting refund for unused subscription,Customer cancelled service and wants a prorated refund for 29 unused days.,resolved,"Per refund policy, prorated refund issued for unused days. Credit applied to payment method."
T-0472,2024-04-24,Free,VPN tunnel keeps dropping,Site-to-site VPN tunnel disconnects every 15 minutes. IKEv2 session expires.,resolved,IKE lifetime mismatch between Nirvana and customer router. Aligned to 28800s / 3600s. Stable since.
T-0473,2024-05-25,Pro,Container image push fails with 401,Docker push to Nirvana Container Registry fails with 'unauthorized' error.,resolved,API key used for auth had expired. Generated new key and re-ran 'docker login'.
T-0474,2024-06-26,Business,High CPU alert not triggering,CPU has been at 100% for 15 minutes but no alert was received.,resolved,Alert evaluation window was set to 30 minutes. Customer lowered to 5 minutes. Alert fired correctly.
T-0475,2024-07-27,Free,Invoice shows incorrect company name,Company name on invoice is Nirvana Inc. instead of the legal entity name.,resolved,Updated organisation name in Settings → Profile. Reissued invoice with correct company name.
T-0476,2024-08-28,Free,SSH key rejected on existing VM,Added new SSH public key in settings but cannot log in with it on existing VM.,resolved,SSH keys must be associated at VM creation time. Guided customer to create snapshot and relaunch.
T-0477,2024-09-01,Enterprise,Spot instance interrupted during training,ML training job interrupted due to spot instance reclamation. Lost 4 hours of progress.,escalated,Advised enabling checkpointing every 30 minutes and using a persistent volume for checkpoints.
T-0478,2024-10-02,Enterprise,Network latency between VMs is high,Ping between two VMs in same region is 40ms. Expected <5ms.,resolved,VMs were in different physical availability zones. Live-migrated one VM. Latency now <1ms.
T-0479,2024-11-03,Business,Webhook not receiving events,Configured webhook endpoint but not receiving any events after 27 hours.,resolved,"Endpoint was returning 500 on Nirvana's test event. After fixing endpoint, events arrived within seconds."
T-0480,2024-12-04,Enterprise,Outbound email from VM being rejected,Emails sent from VM on port 25 are rejected by receiving mail servers.,escalated,Port 25 is blocked by default. Customer switched to port 587 (SMTP submission) via SendGrid relay.
T-0481,2024-01-05,Enterprise,Kubernetes PVC stuck in Pending,PersistentVolumeClaim stays Pending. Pod cannot schedule.,escalated,StorageClass was not set to 'nirvana-block'. Updated PVC manifest with correct storageClassName.
T-0482,2024-02-06,Enterprise,Free tier credit not applied,Account shows $0 credits despite signing up within trial period.,open,
T-0483,2024-03-07,Business,SSO login loop,"After configuring SAML SSO, login redirects in a loop without completing.",open,
T-0484,2024-04-08,Business,VM shows wrong timezone,System clock on VM is off by 40 hours. Services logging in wrong timezone.,resolved,Guided customer to set timezone: timedatectl set-timezone UTC. Advised using UTC for all servers.
T-0485,2024-05-09,Pro,Object storage upload times out for large files,Uploading files over 20GB times out partway through.,open,
T-0486,2024-06-10,Pro,Auto-scaling not triggering scale-out,CPU consistently above 80% but scaling group is not adding VMs.,resolved,Scaling policy evaluation window was 30 minutes. Lowered to 5 minutes. Scale-out now triggers correctly.
T-0487,2024-07-11,Pro,Cannot delete VM - shows error,Attempting to delete VM results in 'resource in use' error.,resolved,"VM had an attached floating IP. Detached floating IP first, then deleted VM successfully."
T-0488,2024-08-12,Business,API rate limit hit unexpectedly,Application receiving 429 responses from Nirvana API during peak hours.,resolved,Application was polling VM status every second. Switched to webhook events. Rate limit no longer hit.
T-0489,2024-09-13,Free,Windows VM cannot activate,Windows Server VM showing activation error after launch.,escalated,Nirvana uses KMS activation on an internal server. Configured Windows KMS client key and pointed to internal KMS.
T-0490,2024-10-14,Pro,Requesting P1 escalation for production outage,Production system is completely down. 3 customers affected. Revenue impact.,escalated,Escalated to Tier 4 engineering. Root cause: network switch failure in rack. VMs live-migrated. Resolved in 5 minutes.
T-0491,2024-11-15,Enterprise,Data transfer between regions charged unexpectedly,Expected cross-region transfer to be free but being charged $0.02/GB.,escalated,Cross-region transfer is $0.02/GB per pricing policy. Advised using object storage replication for bulk transfers.
T-0492,2024-12-16,Enterprise,Cannot enable IPv6 on existing VPC,Option to enable IPv6 is greyed out on an existing VPC.,open,
T-0493,2024-01-17,Free,Cannot log in after password reset,Customer reset password but login still fails with invalid credentials error.,resolved,Cleared auth cache and guided customer to log in via incognito window. Resolved.
T-0494,2024-02-18,Business,VM stuck in Pending state,Launched a standard-8 instance in eu-west-1; still shows Pending after 30 minutes.,resolved,Capacity was temporarily exhausted in eu-west-1. VM launched after manual intervention by ops team.
T-0495,2024-03-19,Pro,SSH connection refused on port 22,Cannot SSH into VM after reboot. Getting 'Connection refused' on port 22.,resolved,Firewall rule for TCP 22 was inadvertently removed. Added rule back via dashboard.
T-0496,2024-04-20,Pro,Volume not mounting after VM reboot,Attached volume /dev/vdb disappears after VM restart. Need to remount manually each time.,resolved,"Added persistent mount entry to /etc/fstab: /dev/vdb /data ext4 defaults,nofail 0 2"
T-0497,2024-05-21,Enterprise,Account locked after failed login attempts,Customer locked out after 3 failed login attempts. Cannot reset password via email.,open,
T-0498,2024-06-22,Business,High outbound data transfer charges,Monthly bill is 2x higher than expected. Suspecting unexpected data transfer fees.,escalated,Found misconfigured backup job sending 1TB/day to S3-compatible endpoint. Fixed job config.
T-0499,2024-07-23,Enterprise,GPU instance VRAM lower than spec,gpu-small shows 14.5GB VRAM instead of 16GB as advertised.,open,
T-0500,2024-08-24,Free,Snapshot restore failed,Attempting to restore snapshot snap_3593 results in 'Restore failed' error.,resolved,Engineering investigated. Snapshot had filesystem corruption. Customer took new snapshot successfully.
T-0501,2024-09-25,Enterprise,Cannot connect to VM after firewall rule change,Added a new firewall rule to restrict SSH. Now locked out completely.,escalated,Accessed VM via console and corrected firewall rules. Added a 'allow from admin IP' rule.
T-0502,2024-10-26,Business,VM paused unexpectedly on free tier,Free tier VM paused without warning after 11 days of activity.,resolved,Free tier VMs are paused after 30 days of inactivity. Customer restarted and upgraded to Pro.
T-0503,2024-11-27,Business,Payment method declined,Credit card is being declined on payment form even though card is valid.,resolved,Card processor flagged transaction as suspicious. Customer tried a different card successfully.
T-0504,2024-12-28,Pro,Slow disk I/O on Standard SSD volume,Database queries taking 2x longer than expected. Disk throughput appears throttled.,resolved,Standard SSD burst credits were exhausted. Upgraded customer to Performance SSD volume.
T-0505,2024-01-01,Enterprise,"MFA device lost, cannot log in",Lost phone with authenticator app. Cannot use backup codes (also lost).,escalated,Verified identity via out-of-band process. Disabled MFA. Customer re-enrolled on new device.
T-0506,2024-02-02,Pro,Kubernetes node not joining cluster,Added new node pool to NKS cluster. Nodes stay in NotReady state.,resolved,Incorrect kubeadm token. Ran 'kubeadm token create' and re-joined nodes. All nodes Ready.
T-0507,2024-03-03,Enterprise,Object storage bucket returns 403,S3-compatible API returns 403 Forbidden on all GET requests to bucket.,resolved,Bucket ACL was set to private. Customer updated bucket policy to allow their service account.
T-0508,2024-04-04,Enterprise,Load balancer health check failing,Backend VMs are healthy but load balancer shows them as unhealthy.,escalated,Health check path was /healthz but app serves /health. Updated health check path in LB config.
T-0509,2024-05-05,Enterprise,Cannot resize VM - option greyed out,Resize option is greyed out in the dashboard for running VM.,open,
